Species
Machaerium sp1
Morf sp1
Rinorea sp1
Zanthoxylum sp2
Aegiphila sp1
Morisonia americana
Pouteria sp8
Ruprechtia sp1
Zanthoxylum rigidum
Ziziphus strychnifolia
Ardisia foetida
Brosimum sp
Combretum aculeatum
Fridericia sp
Machaerium sp3
Manilkara sp
Oxandra sp
Peltogyne sp
Pouteria sp3
Seguieria americana
Senegalia sp
Spondias radlkoferi
Tanaecium tetragonolobum
Trichilia acuminata
Zygia sp
Fridericia pubescens
Rudgea sp
Morf sp6
Pouteria sp9
Coccoloba caracasana
Cordia macuirensis
Coutarea sp
Croton punctatus
Lonchocarpus violaceus
Prosopis juliflora
Matayba sp
Bursera tomentosa
Lippia origanoides
Randia sp
Acalypha diversifolia
Allophylus nitidulus
Alseis blackiana
Brownea ariza
Callicarpa acuminata
Dilodendron costaricense
Guarea sp1
Hampea thespesioides
Helianthostylis sprucei
Inga sp6
Ladenbergia sp
Licania sp1
Pachira quinata
Piper sp6
Randia dioica
Solanum lepidotum
Styphnolobium sporadicum
Swartzia simplex
Urera caracasana
Swartzia sp
Caesalpinia punctata
Capparidastrum tenuisiliquum
Coccoloba obtusifolia
Croton niveus
Morf sp14
Marsdenia sp
Pithecellobium roseum
Prestonia sp
Senna sp
Senna sp1
Vachellia farnesiana
Amaioua corymbosa
Arrabidaea sp
Calyptranthes multiflora
Capparidastrum sola
Cheiloclinium sp
Connarus ruber
Cordiera myrciifolia
Elaeoluma sp
Eschweilera tenuifolia
Ficus americana
Ficus sp
Graffenrieda rotundifolia
Handroanthus barbatus
Heisteria acuminata
Hirtella racemosa
Inga gracilifolia
Inga laurina
Inga sp
Licania parvifructa
Licania sp
Licania sp2
Mabea trianae
Morf sp4
Myrcia sp1
Ouratea sp
Pseudolmedia sp1
Tachigali guianensis
Myriocarpa stipitata
Bunchosia pseudonitida
Croton gossypiifolius
Cupania sp1
Daphnopsis sp
Guapira sp1
Paullinia globosa
Senna spectabilis
Serjania sp1
Vitex sp
Chomelia spinosa
Piptadenia sp
Capparis sp2
Cynophalla linearis
Eugenia sp3
Inga sp1
Malmea sp
Matayba sp1
Pouteria sp5
Eschweilera sp
Eugenia sp1
Psychotria sp
Clusia umbellata
Duguetia odorata
Petrea sp
Sorocea trophoides
Trichostigma octandrum
Zanthoxylum verrucosum
Bunchosia sp
Machaerium sp6
Aegiphila sp
Aristolochia sp
Galipea sp
Pisonia sp
Pittoniotis sp
Smilax sp
Myrospermum sp
Neea sp
Enterolobium sp1
Machaerium kegelii
Muellera broadwayi
Anemopaegma sp
Eugenia florida
Licania apetala
Licania micrantha
Miconia splendens
Morf sp2
Myrcia sp2
Pachira nukakica
Palicourea rigida
Pterocarpus sp4
Rinorea pubiflora
Rudgea crassiloba
Siparuna guianensis
Adenocalymma aspericarpum
Bronwenia cornifolia
Bauhinia glabra
Peltogyne purpurea
Cupania cinerea
Swartzia sp1
Morf sp3
Senegalia macbridei
Vochysia vismiifolia
